,id,code,name,population,prevalence,incidence_7,prevalence_100k,incidence_7_100k,country,state
400,DE-16065,16065,LK Kyffhäuserkreis,74212,,,,133.4,Germany,Thüringen
401,DE-16066,16066,LK Schmalkalden-Meiningen,124916,,,,209.74,Germany,Thüringen
402,DE-16067,16067,LK Gotha,134908,,,,148.99,Germany,Thüringen
403,DE-16068,16068,LK Sömmerda,69427,,,,131.07,Germany,Thüringen
404,DE-16069,16069,LK Hildburghausen,63197,,,,169.31,Germany,Thüringen
405,DE-16070,16070,LK Ilm-Kreis,106249,,,,150.59,Germany,Thüringen
406,DE-16071,16071,LK Weimarer Land,82156,,,,101.03,Germany,Thüringen
407,DE-16072,16072,LK Sonneberg,57717,,,,43.31,Germany,Thüringen
408,DE-16073,16073,LK Saalfeld-Rudolstadt,103199,,,,96.9,Germany,Thüringen
409,DE-16074,16074,LK Saale-Holzland-Kreis,82950,,,,119.35,Germany,Thüringen
410,DE-16075,16075,LK Saale-Orla-Kreis,80312,,,,227.86,Germany,Thüringen
411,DE-16076,16076,LK Greiz,97398,,,,331.63,Germany,Thüringen
412,DE-16077,16077,LK Altenburger Land,89393,,,,127.53,Germany,Thüringen
